000002,Hip-Hop
000005,Hip-Hop
000010,Pop
000140,Folk
000141,Folk
000148,Experimental
000182,Rock
000190,Folk
000193,Folk
000194,Folk
000197,Folk
000200,Folk
000203,Folk
000204,Folk
000207,Folk
000210,Folk
000211,Folk
000212,Folk
000213,Pop
000255,Rock
000256,Rock
000368,Rock
000424,Experimental
000459,Rock
000534,Folk
000540,Folk
000546,Folk
000574,Rock
000602,Folk
000615,Experimental
000620,Folk
000621,Folk
000625,Folk
000666,International
000667,International
000676,Hip-Hop
000690,Rock
000694,Hip-Hop
000695,Hip-Hop
000704,International
000705,International
000706,International
000707,International
000708,International
000709,International
000714,Folk
000715,Folk
000716,Folk
000718,Folk
000777,Rock
000814,Folk
000821,Pop
000822,Pop
000825,Rock
000853,International
000890,Folk
000892,Folk
000897,Experimental
000993,Rock
000995,Experimental
000997,Experimental
000998,Experimental
001039,Rock
001040,Rock
001066,Experimental
001069,Experimental
001073,Experimental
001075,Experimental
001082,International
001083,Experimental
001087,Rock
001102,Rock
001193,Folk
001195,Folk
001196,Folk
001197,Folk
001249,Experimental
001259,Experimental
001270,Rock
001276,Experimental
001277,Experimental
001278,Experimental
001417,Rock
001427,Rock
001443,Experimental
001482,Electronic
001510,Experimental
001544,Folk
001642,Pop
001644,Pop
001649,Pop
001661,Pop
001663,Pop
001666,Pop
001673,Experimental
001680,International
001681,International
001682,International
001683,International
001684,International
001685,International
001686,International
001687,International
001688,International
001689,International
001701,Folk
001702,Folk
001703,Folk
001704,Folk
001706,Rock
001720,Rock
001732,Experimental
001733,Experimental
001735,Experimental
001736,Experimental
001883,Rock
001891,Rock
001893,Folk
001924,Folk
001925,Folk
001929,Experimental
001930,Rock
002012,Experimental
002096,Experimental
002097,Folk
002099,Pop
003263,Folk
003264,Folk
003265,Folk
003266,Folk
003270,Folk
003271,Folk
003272,Folk
003273,Folk
003274,Folk
003492,Rock
003532,Pop
003533,Pop
003534,Pop
003535,Pop
003537,Pop
003538,Pop
003573,Electronic
003598,Folk
003624,Rock
003707,Folk
003708,Folk
003720,Rock
003721,Rock
003722,Rock
003724,Rock
003725,Rock
003761,Rock
003762,Rock
003763,Rock
003765,Rock
003766,Rock
003775,International
003776,International
003777,International
003778,International
003779,International
003832,Folk
003833,Rock
003840,Rock
003880,Folk
003895,International
003896,International
003904,Folk
003905,Folk
003906,Folk
003908,Folk
003909,Folk
003910,Folk
003911,Folk
003912,Folk
003913,Folk
003920,Folk
003921,Folk
003950,Rock
004013,Folk
004017,Folk
004022,Rock
004037,Folk
004066,Folk
004067,Folk
004068,Folk
004069,Folk
004070,International
004071,International
004072,International
004073,International
004074,International
004075,International
004076,International
004077,International
004078,International
004079,International
004080,International
004091,International
004092,International
004093,International
004094,International
004095,International
004096,International
004097,International
004098,International
004099,International
004100,International
004101,International
004102,International
004103,International
004108,Rock
004232,International
004233,International
004234,International
004235,International
004236,International
004239,International
004450,Folk
004507,International
004508,International
004509,International
004510,International
004511,International
004519,Electronic
004520,Electronic
004521,Electronic
004522,Electronic
004682,Hip-Hop
004684,Hip-Hop
004685,Hip-Hop
004688,Hip-Hop
004777,Rock
004778,Rock
004779,Rock
004780,Rock
004781,Rock
004782,Rock
004784,Rock
004785,Rock
004786,Rock
004787,Rock
004788,Rock
004799,Rock
004835,Rock
004836,Rock
004838,Rock
004846,International
004848,International
004849,International
005006,Rock
005156,Folk
005157,Folk
005158,Folk
005159,Folk
005169,Folk
005170,Folk
005171,Folk
005191,Pop
005264,Hip-Hop
005268,Hip-Hop
005376,Folk
005381,Folk
005521,Experimental
005879,Folk
005936,Folk
005940,Folk
006329,International
006330,International
006331,International
006332,International
006333,International
006342,International
006354,International
006357,International
006358,International
006360,International
006363,International
006366,International
006367,International
006368,International
006370,International
006372,International
006373,International
006376,International
006379,International
006380,International
006381,International
006382,International
006383,International
006385,International
006387,International
006389,International
006390,International
006393,International
006394,International
006396,International
006406,Folk
006407,Folk
006439,Hip-Hop
006440,Hip-Hop
006442,Hip-Hop
006443,Hip-Hop
006448,Hip-Hop
006459,International
006461,Folk
006463,Folk
006467,Folk
006469,International
006517,Rock
006519,Rock
006603,Hip-Hop
006605,Hip-Hop
006606,Hip-Hop
006607,Hip-Hop
006608,Hip-Hop
006609,Hip-Hop
006610,Hip-Hop
006611,Hip-Hop
006674,Experimental
006675,Experimental
006677,Experimental
006679,Experimental
006680,Experimental
006684,Experimental
006762,Folk
006776,Rock
006778,Rock
006779,Folk
006782,Folk
006783,Folk
006788,Rock
006802,International
006803,International
006854,Folk
006855,Folk
006856,Folk
006857,Folk
007011,Electronic
007373,Experimental
007374,Experimental
007375,Experimental
007376,Experimental
007377,Experimental
007378,Experimental
007379,Experimental
007381,Experimental
007383,Experimental
007385,Experimental
007386,Experimental
007388,Experimental
007391,Experimental
007393,Experimental
007481,Hip-Hop
007482,Hip-Hop
007483,Hip-Hop
007487,Hip-Hop
007488,Hip-Hop
007489,Hip-Hop
007490,Hip-Hop
007491,Hip-Hop
007492,Hip-Hop
007495,Rock
007526,Pop
007527,Pop
007528,Pop
007529,Pop
007548,Experimental
007554,Experimental
007709,Folk
007710,Folk
007711,Folk
007712,Folk
007713,Folk
007872,Rock
008056,Rock
008208,Rock
008256,Folk
008259,Folk
008261,Folk
008345,Experimental
008357,Experimental
008363,Experimental
008372,Experimental
008416,Experimental
009152,Experimental
009155,Experimental
009307,Experimental
009476,Experimental
009477,Experimental
009491,Rock
009505,Experimental
009511,Rock
009512,International
009513,Rock
009550,Rock
009553,Rock
009555,Rock
009557,Rock
009559,Rock
009560,Rock
009678,Experimental
009721,Experimental
009846,Experimental
009887,Folk
009888,Folk
009918,Experimental
009962,Rock
010186,International
010192,Hip-Hop
010250,Instrumental
010374,Experimental
010375,Experimental
010376,Experimental
010377,Experimental
010381,Folk
010382,Folk
010383,Folk
010384,Folk
010385,Folk
010386,Folk
010387,Folk
010388,Folk
010389,Folk
010435,Experimental
010438,Folk
010439,Folk
010440,Folk
010441,Folk
010442,Folk
010443,Folk
010444,Folk
010447,Folk
010458,Folk
010480,Folk
010481,Folk
010485,Folk
010521,Experimental
010527,Experimental
010535,Experimental
010541,Experimental
010575,Folk
010577,Folk
010668,Rock
010669,Rock
010670,Rock
010671,Rock
010672,Rock
010673,Rock
010674,Rock
010675,Rock
010676,Rock
010677,Rock
010678,Folk
010679,Folk
010682,Folk
010684,Folk
010693,Hip-Hop
010694,Hip-Hop
010695,Hip-Hop
010696,Hip-Hop
010697,Hip-Hop
010698,Hip-Hop
010699,Hip-Hop
010805,Pop
010806,Pop
010807,Pop
010808,Pop
010809,Pop
010810,Pop
010983,Experimental
010992,Folk
010993,Folk
011019,Experimental
011020,Experimental
011059,Folk
011198,Pop
011199,Pop
011200,Pop
011204,Hip-Hop
011206,Electronic
011234,Experimental
011237,Experimental
011239,Experimental
011242,Experimental
011261,Pop
011262,Electronic
011264,Rock
011268,Rock
011298,Hip-Hop
011299,Hip-Hop
011306,Rock
011333,Experimental
011334,Experimental
011503,Folk
011504,Folk
011505,Folk
011508,Folk
011544,Experimental
011638,Instrumental
011671,International
011672,International
011673,International
011674,International
011675,International
011677,International
011679,International
011681,International
011682,International
011683,International
011763,Hip-Hop
011764,Hip-Hop
011765,Hip-Hop
011766,Hip-Hop
011767,Hip-Hop
011768,Hip-Hop
011769,Hip-Hop
011770,Hip-Hop
011771,Hip-Hop
011772,Hip-Hop
011773,Hip-Hop
011774,Hip-Hop
011775,Hip-Hop
011776,Hip-Hop
011777,Hip-Hop
011778,Hip-Hop
011779,Hip-Hop
011780,Hip-Hop
011781,Hip-Hop
011782,Hip-Hop
011783,Hip-Hop
011784,Hip-Hop
011785,Hip-Hop
011786,Hip-Hop
011787,Hip-Hop
011788,Hip-Hop
011789,Hip-Hop
011790,Hip-Hop
011791,Hip-Hop
011792,Hip-Hop
011793,Hip-Hop
011794,Hip-Hop
011795,Hip-Hop
011803,Hip-Hop
011818,Hip-Hop
011839,Hip-Hop
011861,Hip-Hop
011862,Hip-Hop
011867,Hip-Hop
011868,Hip-Hop
011916,Hip-Hop
011917,Hip-Hop
011918,Hip-Hop
011919,Hip-Hop
011920,Hip-Hop
011921,Hip-Hop
011922,Hip-Hop
011933,Rock
011937,Pop
011942,Electronic
011946,Experimental
011947,Experimental
011951,Experimental
012045,Folk
012046,Folk
012047,Folk
012048,Folk
012049,Folk
012050,Folk
012051,Folk
012052,Folk
012053,Folk
012058,Folk
012059,Folk
012060,Folk
012061,Folk
012062,Folk
012064,Folk
